0,0
1,4
2,2
3,4
4,4
5,2
6,2
7,4
8,4
9,2
10,2
11,4
12,4
13,3
14,3
15,2
16,2
17,5
18,3
19,3
20,3
21,2
22,2
23,3
24,2
25,4
26,2
27,2
28,2
29,4
30,4
31,3
32,5
33,3
34,3
35,3
36,3
37,3
38,3
39,4
40,2
41,2
42,2
43,5
44,5
45,3
46,3
47,5
48,5
49,3
50,2
51,2
52,3
53,3
54,2
55,2
56,5
57,5
58,5
59,5
60,2
61,2
62,3
63,3
64,3
65,3
66,5
67,5
68,5
69,5
70,3
71,3
72,5
73,5
74,5
75,5
76,4
77,2
78,3
79,3
80,4
81,4
82,4
83,4
84,4
85,4
86,4
87,4
88,5
89,5
90,4
91,5
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,4
100,3
101,5
102,3
103,5
104,4
105,4
