0,0
1,6
2,6
3,6
4,6
5,6
6,6
7,4
8,4
9,6
10,6
11,4
12,6
13,6
14,4
15,7
16,4
17,4
18,4
19,6
20,4
21,4
22,6
23,4
24,6
25,6
26,6
27,6
28,6
29,4
30,6
31,4
32,4
33,6
34,4
35,4
36,4
37,7
38,4
39,4
40,6
41,4
42,6
43,4
44,4
45,4
46,4
47,4
48,6
49,6
50,6
51,6
52,4
53,6
54,6
55,6
56,4
57,4
58,4
59,4
60,6
61,6
62,7
63,6
64,4
65,4
66,4
67,4
68,6
69,6
70,4
71,4
72,4
73,4
74,4
75,4
76,6
77,6
78,6
79,6
80,6
81,6
82,6
83,4
84,6
85,4
86,6
87,7
88,4
89,4
90,4
91,4
92,4
93,6
94,6
95,6
96,6
97,6
98,6
99,6
100,4
101,4
102,4
103,4
104,6
105,6
