id,x,y,z
443,-0.616762756,0.726787476,0.096651064
444,-0.608087023,0.621265811,-0.417034213
445,-0.529629179,0.508163631,0.796313275
446,-0.426848296,0.834148201,0.478743425
447,-0.670809034,0.462357585,0.637600733
448,-0.881483285,0.208051494,0.642378034
449,-0.70721613,0.395610927,0.622979298
450,-0.786404329,0.400038127,0.521111808
451,-0.791074175,0.325165964,0.574916759
452,-0.840826851,0.410449,-0.048395503
453,-0.809377317,0.416704046,0.27192974
454,-0.828875585,0.39772136,0.325348646
455,-0.819159649,0.378619808,-0.253804951
456,-0.85069771,0.330272719,-0.35449018
457,-0.773058749,0.337521306,-0.677459827
458,-0.809377317,0.347165157,-0.529035371
459,-0.846713955,0.311909034,-0.493186315
460,-0.857713546,0.248375796,-0.517072818
461,-0.661137362,0.353491971,-0.805578343
462,-0.655692897,0.272371042,-0.818993389
463,-0.652594421,0.269617162,-0.794286542
464,-0.588168247,0.385868395,-0.835014235
465,-0.703497958,0.278102629,-0.831636346
466,-0.750926776,0.332064681,-0.821985234
467,-0.849923091,0.337741096,-0.702118419
468,-0.747009417,0.281461604,-0.777976162
469,-0.830070712,0.257016238,-0.73657289
470,-0.727555413,0.25455571,-0.60633113
471,-0.849259132,0.219792321,-0.603966607
472,-0.772018547,0.226879429,-0.608647397
473,-0.881151305,0.146667265,-0.460483521
474,-0.159903505,0.831501749,0.342305651
475,-0.649673,0.328516641,0.814939922
476,-0.646131884,0.294426752,0.874342518
477,-0.663173504,0.269561765,0.923707957
478,-0.732048203,0.341320535,-0.789364474
479,-0.605143471,0.6132816,0.44173141
480,-0.644693306,0.606732753,0.425131496
481,-0.674814921,0.541535839,0.457221445
482,-0.538349176,0.537655872,0.798098731
483,-0.760775504,0.519287701,0.261313516
484,-0.881328361,0.351915314,-0.499966221
485,-0.842796596,0.338914058,-0.608695652
486,-0.758407383,0.34086077,-0.724460744
