0,0
1,1
2,1
3,2
4,2
5,1
6,3
7,1
8,3
9,3
10,3
11,1
12,3
13,4
14,4
15,3
16,3
17,3
18,2
19,2
20,2
21,3
22,3
23,3
24,2
25,1
26,3
27,3
28,3
29,3
30,1
31,3
32,3
33,4
34,4
35,4
36,3
37,2
38,1
39,1
40,1
41,1
42,3
43,1
44,1
45,4
46,4
47,4
48,4
49,3
50,2
51,4
52,2
53,1
54,3
55,2
56,1
57,1
58,4
59,4
60,2
61,3
62,1
63,1
64,4
65,3
66,4
67,4
68,3
69,3
70,3
71,3
72,4
73,3
74,4
75,4
76,2
77,3
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,4
89,4
90,4
91,4
92,2
93,2
94,2
95,3
96,2
97,2
98,2
99,2
100,2
101,3
102,2
103,2
104,2
105,2
