0,0
1,1
2,4
3,2
4,2
5,1
6,4
7,2
8,3
9,3
10,3
11,2
12,3
13,4
14,4
15,3
16,3
17,2
18,2
19,2
20,2
21,3
22,3
23,3
24,5
25,2
26,3
27,3
28,3
29,3
30,3
31,3
32,3
33,4
34,4
35,4
36,4
37,5
38,2
39,2
40,2
41,1
42,3
43,1
44,1
45,4
46,4
47,4
48,4
49,3
50,5
51,5
52,2
53,1
54,1
55,2
56,1
57,1
58,4
59,4
60,2
61,3
62,1
63,2
64,2
65,2
66,4
67,3
68,3
69,3
70,3
71,3
72,4
73,3
74,4
75,4
76,2
77,3
78,5
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,4
89,4
90,4
91,4
92,5
93,5
94,5
95,5
96,5
97,5
98,5
99,5
100,5
101,5
102,5
103,5
104,5
105,5
