0,0
1,1
2,1
3,4
4,4
5,5
6,1
7,5
8,1
9,1
10,1
11,1
12,1
13,4
14,4
15,1
16,4
17,4
18,4
19,5
20,5
21,5
22,5
23,1
24,1
25,1
26,1
27,5
28,1
29,1
30,1
31,1
32,1
33,4
34,5
35,1
36,1
37,1
38,1
39,1
40,1
41,5
42,1
43,1
44,1
45,1
46,1
47,5
48,5
49,1
50,5
51,4
52,5
53,5
54,1
55,4
56,5
57,5
58,1
59,1
60,1
61,1
62,5
63,5
64,5
65,5
66,5
67,5
68,5
69,5
70,5
71,5
72,1
73,1
74,1
75,1
76,4
77,4
78,4
79,4
80,1
81,4
82,4
83,4
84,4
85,4
86,4
87,4
88,5
89,5
90,1
91,1
92,4
93,4
94,4
95,4
96,4
97,4
98,5
99,4
100,5
101,5
102,5
103,5
104,4
105,4
