id,label
1,10
2,10
3,10
4,10
5,10
6,10
7,11
8,11
9,11
10,11
11,11
12,11
13,12
14,12
15,12
16,12
17,12
18,12
19,12
20,13
21,13
22,13
23,13
24,17
25,17
26,17
27,17
28,18
29,18
30,26
31,49
32,49
33,49
34,49
35,49
36,49
37,50
38,50
39,50
40,50
41,50
42,50
43,51
44,51
45,51
46,51
47,51
48,51
49,52
50,52
51,53
52,53
53,53
54,58
55,1001
56,1001
57,1001
58,1001
59,1002
60,1002
61,1002
62,1003
63,1003
64,1003
65,1003
66,1003
67,1003
68,1003
69,1003
70,1005
71,1005
72,1005
73,1006
74,1006
75,1007
76,1007
77,1007
78,1007
79,1007
80,1007
81,1007
82,1007
83,1007
84,1007
85,1008
86,1008
87,1008
88,1008
89,1008
90,1008
91,1008
92,1008
93,1008
94,1008
95,1008
96,1008
97,1008
98,1008
99,1009
100,1009
101,1009
102,1009
103,1009
104,1009
105,1009
106,1009
107,1010
108,1011
109,1011
110,1011
111,1011
112,1011
113,1011
114,1011
115,1011
116,1011
117,1011
118,1011
119,1011
120,1011
121,1011
122,1012
123,1012
124,1012
125,1012
126,1012
127,1012
128,1013
129,1013
130,1013
131,1014
132,1014
133,1014
134,1014
135,1014
136,1015
137,1015
138,1015
139,1015
140,1015
141,1015
142,1015
143,1015
144,1015
145,1015
146,1015
147,1016
148,1016
149,1017
150,1017
151,1018
152,1018
153,1018
154,1018
155,1018
156,1018
157,1019
158,1019
159,1020
160,1020
161,1020
162,1020
163,1020
164,1021
165,1021
166,1022
167,1022
168,1022
169,1022
170,1022
171,1022
172,1022
173,1022
174,1022
175,1022
176,1022
177,1023
178,1023
179,1023
180,1024
181,1024
182,1024
183,1024
184,1024
185,1024
186,1024
187,1024
188,1024
189,1024
190,1024
191,1025
192,1025
193,1025
194,1025
195,1025
196,1025
197,1025
198,1025
199,1026
200,1026
201,1026
202,1027
203,1027
204,1027
205,1027
206,1027
207,1027
208,1027
209,1028
210,1028
211,1028
212,1028
213,1028
214,1028
215,1028
216,1028
217,1028
218,1028
219,1028
220,1028
221,1028
222,1028
223,1028
224,1028
225,1028
226,1029
227,1029
228,1029
229,1029
230,1029
231,1029
232,1029
233,1029
234,1029
235,1029
236,1029
237,1029
238,1029
239,1030
240,1030
241,1030
242,1030
243,1030
244,1030
245,1030
246,1030
247,1030
248,1030
249,1030
250,1031
251,1031
252,1031
253,1031
254,1031
255,1031
256,1031
257,1031
258,1031
259,1031
260,1031
261,1031
262,1033
263,1034
264,1034
265,1035
266,1035
267,1035
268,1035
269,1035
270,1035
271,1035
272,1035
273,2001
274,2001
275,2001
276,2002
277,2003
278,2003
279,2003
280,2003
281,2005
282,2005
283,2005
284,2006
285,2006
286,2006
287,2007
288,2007
289,2007
290,2007
291,2007
292,2007
293,2007
294,2007
295,2008
296,2008
297,2008
298,2008
299,2008
300,2008
301,2008
302,2008
303,2008
304,2008
305,2009
306,2009
307,2009
308,2009
309,2009
310,2009
311,2009
312,2009
313,2009
314,2009
315,2009
316,2009
317,2010
318,2010
319,2011
320,2011
321,2011
322,2011
323,2011
324,2011
325,2011
326,2011
327,2011
328,2012
329,2012
330,2012
331,2012
332,2012
333,2012
334,2013
335,2013
336,2013
337,2013
338,2013
339,2013
340,2013
341,2013
342,2014
343,2014
344,2014
345,2014
346,2015
347,2015
348,2015
349,2015
350,2015
351,2015
352,2015
353,2015
354,2015
355,2015
356,2015
357,2015
358,2015
359,2015
360,2016
361,2017
362,2017
363,2017
364,2017
365,2018
366,2018
367,2018
368,2019
369,2019
370,2020
371,2020
372,2020
373,2020
374,2020
375,2021
376,2021
377,2021
378,2022
379,2022
380,2022
381,2022
382,2022
383,2022
384,2022
385,2022
386,2023
387,2023
388,2023
389,2024
390,2024
391,2024
392,2024
393,2024
394,2024
395,2024
396,2024
397,2024
398,2024
399,2024
400,2024
401,2025
402,2025
403,2025
404,2025
405,2025
406,2025
407,2025
408,2025
409,2026
410,2026
411,2026
412,2027
413,2027
414,2027
415,2027
416,2027
417,2027
418,2027
419,2027
420,2027
421,2027
422,2027
423,2027
424,2027
425,2027
426,2028
427,2028
428,2028
429,2028
430,2028
431,2028
432,2028
433,2028
434,2028
435,2028
436,2028
437,2028
438,2028
439,2028
440,2028
441,2028
442,2029
443,2029
444,2029
445,2029
446,2029
447,2029
448,2029
449,2029
450,2029
451,2029
452,2029
453,2029
454,2029
455,2029
456,2030
457,2030
458,2030
459,2030
460,2030
461,2030
462,2030
463,2030
464,2030
465,2030
466,2030
467,2030
468,2031
469,2031
470,2031
471,2031
472,2031
473,2031
474,2031
475,2031
476,2031
477,2032
478,2033
479,2033
480,2033
481,2035
482,2035
483,2035
484,2035
485,2035
486,2035
