0,0
1,4
2,1
3,1
4,2
5,4
6,2
7,4
8,3
9,4
10,3
11,1
12,1
13,2
14,1
15,2
16,1
17,1
18,4
19,1
20,3
21,4
22,3
23,1
24,4
25,1
26,3
27,1
28,3
29,2
30,4
31,2
32,1
33,2
34,3
35,3
36,4
37,2
38,4
39,3
40,4
41,4
42,1
43,4
44,2
45,4
46,1
47,1
48,1
49,1
50,4
51,2
52,2
53,4
54,4
55,1
56,1
57,1
58,1
59,3
60,4
61,1
62,3
63,1
64,3
65,3
66,4
67,1
68,3
69,1
70,4
71,3
72,1
73,4
74,3
75,4
76,3
77,3
78,2
79,4
80,4
81,3
82,3
83,3
84,1
85,4
86,2
87,3
88,1
89,4
90,1
91,1
92,1
93,2
94,3
95,1
96,3
97,4
98,3
99,3
100,3
101,4
102,1
103,1
104,2
105,4
