ID,mdsX,mdsy,mdsZ
553,-0.766724779,0.076290782,-0.05373613
554,-0.838598364,0.06889293,-0.21907261
555,-0.405886693,-0.097895042,0.694808829
556,-0.428128244,-0.063890867,0.688071938
557,-0.47741979,-0.0846595,0.662531091
558,-0.592204212,-0.09317132,0.492728074
559,-0.711514982,-0.12766675,0.068648791
560,-0.666266741,-0.077958123,0.233253423
561,-0.757528123,-0.115457745,-0.015235743
562,-0.791943514,-0.092937703,-0.11633299
563,-0.79507062,0.159084067,-0.507033138
564,-0.782635493,0.072175345,-0.555213753
565,-0.669448674,0.321947889,-0.529531683
566,-0.555714199,0.416368858,-0.705504233
567,-0.822675114,0.290108935,-0.457555793
568,-0.726144012,0.405493674,-0.418660666
569,-0.671670627,0.402255599,-0.393732128
570,-0.656274853,0.42750017,-0.54554596
571,-0.723307819,0.136466479,-0.643227419
572,-0.612469115,0.184208978,-0.833536752
573,-0.488467576,0.406097432,-0.685915583
574,-0.389419067,0.404709976,-0.795152006
575,-0.489973516,0.0490131,-1
576,-0.45682853,0.142324238,-0.939770696
577,-0.357798686,0.350695236,-0.859346461
578,-0.505070242,0.264021864,-0.898451386
579,-0.101637427,0.342894684,0.55338419
580,-0.500233058,0.303453647,0.348123724
581,-0.091002933,0.521266978,0.414062454
582,0.54497092,0.594742942,0.667704893
583,-0.069252646,0.588034203,0.282749454
584,0.009992673,0.642811837,0.112563975
585,0.14636399,0.644366343,0.251781828
586,0.19638408,0.648063568,0.167532023
587,0.062456922,0.66129166,0.127742895
588,0.120554386,0.688695855,0.022179892
589,0.116781257,0.644957121,0.063332783
590,0.231346892,0.661778587,0.102361355
591,-0.037436263,0.617741665,0.000821116
592,0.060505093,0.6260617,0.052455326
593,0.179439882,0.661763787,0.104836055
594,0.21527656,0.732356434,0.177633274
595,-0.227736044,0.538268821,-0.102813988
596,-0.582270496,0.531361275,-0.323502882
597,-0.547196337,0.577325905,-0.324541604
598,-0.444990353,0.509486424,-0.216018992
599,-0.286611403,0.580239963,-0.166636195
600,-0.028699163,0.552973231,-0.000536962
601,0.229980555,0.569243522,0.132297945
602,-0.129518368,0.593129712,-0.086451922
603,0.075316265,0.659559208,0.042325922
604,-0.348833622,0.59056383,-0.18073897
605,-0.046979594,0.637621175,0.004613843
606,-0.187884724,0.609772174,-0.139695868
607,0.01133599,0.699020763,0.035490785
608,-0.72514012,-0.027131885,0.480749675
609,-0.514725382,0.339723544,-0.07067858
610,-0.340950729,0.351398072,0.019650034
611,0.069278991,0.454698253,0.30224896
612,-0.150571354,0.589835663,-0.043593354
613,-0.310176313,0.52916714,0.509004173
614,-0.173499722,0.505835187,0.546248575
615,-0.45379817,0.395591801,0.038874877
616,-0.115935679,0.33004289,0.542323469
617,-0.070418559,0.538716795,0.268242014
618,-0.018598729,0.459073764,0.041210778
619,0.082386858,0.590710064,-0.001994906
620,-0.151475698,0.542481156,-0.142732087
