ID,AnatomyX,AnatomyY,AnatomyZ
242,-0.622184913,0.219340916,-0.148992167
243,-0.729597252,0.288871618,-0.135423983
244,-0.729828827,0.120665607,0.156941024
245,-0.554574577,0.16091292,0.622651575
246,-0.534282792,0.075144509,0.367825801
247,-0.630656709,0.11497547,0.377428447
248,-0.634149636,0.061543693,-0.070943993
249,0.610085104,0.009638537,-0.019409793
250,0.709565989,0.02490476,0.01135424
251,0.67029468,0.07195248,0.095395176
252,0.816862541,0.294422972,0.292391681
253,0.827765877,0.476923717,-0.056202153
254,0.766880874,0.542152121,0.029030222
255,0.759933615,0.415442478,0.163573963
256,0.731276173,0.331339472,0.355377926
257,0.863853027,0.364092458,-0.059349687
258,0.890098227,0.240019707,-0.06480897
259,0.705030973,0.579068622,0.185748962
260,0.66035624,0.492051156,0.317465257
261,0.652058125,0.367006918,0.488748011
262,0.58538374,0.356736914,0.502974153
263,0.565892819,0.580040109,0.38720892
264,0.489472973,0.656232435,0.390765455
265,0.460526062,0.532020901,0.41868426
266,0.530384608,0.467070065,0.493549334
267,0.901291032,0.174097385,0.216050645
268,0.85314267,0.053077879,0.21149828
269,0.716706227,0.156471837,0.447670025
270,0.597637932,0.144120076,0.571437463
271,0.527200448,0.059739503,0.598467133
272,0.481174859,0.315656899,0.719922823
273,0.437850981,0.104983034,0.602912803
274,0.352457593,0.322873658,0.819683646
275,0.227020977,0.319126495,0.808480559
276,0.148188888,0.350491642,0.810258827
277,0.081514502,0.408780853,0.697872303
278,0.713136108,0.042946658,0.463852262
279,0.749512727,0.06723383,0.254301185
280,0.35004535,0.110256819,0.827508024
281,0.336343812,0.107064791,0.520045524
282,0.230012158,0.112199793,0.900239177
283,0.233003339,0.135376694,0.544941273
284,0.141724078,0.118306282,0.756021659
285,0.091549432,0.093325191,0.643635135
286,0.023041741,0.088328973,0.598467133
287,-0.016422548,0.126355745,0.649681245
288,-0.351241822,0.601412819,0.441090434
289,-0.392925375,0.469845742,0.497461523
290,-0.495706208,0.616123906,0.566280486
291,-0.51368224,0.559777668,0.449626119
292,-0.60056157,0.491912372,0.549564769
293,-0.578108416,0.417107884,0.242120051
294,-0.477807368,0.35840232,0.673687861
295,-0.521594396,0.26361296,0.775226951
296,-0.710694919,0.377832058,0.27126586
297,-0.708639688,0.433761944,-0.08260943
298,-0.659584322,0.294839323,0.485369302
299,-0.733099828,0.208238209,0.296979612
300,-0.835340319,0.439590865,-0.246636851
301,-0.887319323,0.395596389,-0.121304537
302,-0.875528281,0.21045875,0.051632005
303,-0.94676663,0.222116592,-0.217348781
304,0.364325826,0.736588277,-0.427397772
305,0.30749339,0.646933918,-0.570459415
306,0.457534881,0.592669438,-0.604442113
307,0.382948339,0.539098877,-0.666076875
308,0.255967888,0.779888834,-0.418666477
309,0.16073255,0.858995621,-0.30154976
310,0.171539397,0.683017716,-0.488001138
311,0.085760049,0.782248159,-0.344583841
312,0.002971883,0.961279309,-0.246832461
313,-0.109245643,0.982235669,-0.182708124
314,-0.014106795,0.788771,-0.310690057
315,-0.132789131,0.780305186,-0.218895874
316,-0.254366159,0.992228105,-0.103664121
317,-0.432852815,0.965304041,-0.171576168
318,-0.234199811,0.834014531,-0.160906561
319,-0.284374457,0.691622314,-0.113515724
320,-0.155174743,0.734367736,0.054032667
321,-0.121113877,0.906598478,0.100143151
322,-0.185665489,0.949482683,0.16056869
323,-0.287848087,0.980153911,0.179187154
324,-0.285918293,0.905488207,0.275942704
325,-0.298268975,0.787521945,0.163182744
326,-0.271541327,0.645407296,0.052965706
327,-0.419508288,0.888695363,0.245214237
328,-0.428472182,0.947123358,0.064720056
329,-0.544954553,0.859134405,0.119757444
330,-0.548138714,0.931579568,-0.074269354
331,-0.377680002,0.802233032,0.265308663
332,-0.380574693,0.683295283,0.164143008
333,-0.47806789,0.819719795,0.351110084
334,-0.493506243,0.727428544,0.325271853
335,0.927439742,0.053633014,-0.06985925
336,0.428877439,0.490802101,-0.838639981
337,0.3730099,0.35187948,-0.797490864
338,0.316080974,0.381301654,-0.785078555
339,-0.016904996,0.761985719,-0.168321938
340,-0.125455914,0.635553643,-0.12384746
341,0.400798935,0.47775642,-0.173674524
342,0.377062467,0.400315039,-0.163485049
343,0.278064031,0.530494279,-0.330482177
344,0.238406762,0.494688049,-0.12710169
345,0.157162431,0.56310848,-0.244858583
346,0.085760049,0.578235919,-0.19702318
347,0.007410409,0.580872812,-0.14556011
348,-0.09737741,0.542429689,-0.05757142
349,-0.188077732,-0.88072917,-0.241586571
350,-0.143981937,-0.743832793,-0.305888734
351,-0.258225747,-0.737865088,-0.184433044
352,0.494779907,-0.132337328,0.259813815
353,0.33692275,-0.109299211,0.377784101
354,0.547077327,-0.514270448,0.699294917
355,0.459850634,-0.450013531,0.713698886
356,0.453964762,-0.610447647,0.687202696
357,0.41208823,-0.562567223,0.617672425
358,0.328721125,-0.489705709,0.632432048
359,0.264941431,-0.547162217,0.607891952
360,0.351299716,-0.603924807,0.604868897
361,0.308844246,-0.668792372,0.600067574
362,-0.595823926,-0.193957352,-0.054157146
363,-0.680155927,-0.076823793,-0.007939966
364,-0.765298443,-0.085983526,-0.070641688
365,-0.837096432,-0.114850565,-0.184930959
366,0.260599394,-0.384229993,-0.918413074
367,0.182249754,-0.381176748,-0.860228152
368,0.102452768,-0.3266347,-0.800513919
369,0.087979313,-0.436135148,-0.92223635
370,0.227696405,-0.496367333,-0.991090878
371,0.0431116,-0.568534928,-0.848847238
372,-0.111368417,-0.544525325,-0.773733206
373,-0.202261719,-0.458895697,-0.690119055
374,-0.285725313,-0.440992582,-0.604068677
375,-0.36841699,-0.414068518,-0.610897225
376,-0.334549104,-0.626407789,-0.716401853
377,-0.421717903,-0.674829469,-0.717451031
378,-0.507227079,-0.317197399,-0.553583654
379,-0.614928887,-0.30095969,-0.58868666
380,-0.465543527,-0.426142711,-0.600494358
381,-0.500154384,-0.569645199,-0.669455583
382,-0.268743125,-0.65979918,0.492126719
383,-0.331461433,-0.699144398,0.010198366
384,-0.409521604,-0.650195338,0.484302341
385,-0.387714931,-0.864366556,0.331620269
386,-0.372662537,-0.844562102,-0.01633339
387,-0.465958432,-0.798138909,0.337808641
388,-0.46269708,-0.803329424,-0.090985071
389,-0.538711669,-0.587548314,0.497995003
390,-0.49840792,-0.533561401,0.171042687
391,-0.571460275,-0.711954146,0.313588633
392,-0.54892028,-0.69646587,-0.03406272
393,-0.595823926,-0.492897737,0.266411189
394,-0.669715741,-0.518850315,0.188860931
395,-0.639234644,-0.645698742,0.074091527
396,-0.704799398,-0.576306823,0.023482026
397,-0.410293522,-0.589630072,0.010678498
398,-0.435120323,-0.67370532,0.010678498
399,0.228275343,-0.59823467,-1
400,-0.129604971,-0.8394271,-0.776116085
401,-0.391574519,-0.768328141,-0.573286861
402,0.132461066,-0.64331166,-0.970658581
403,0.193635539,-0.763345801,-0.9832665
404,0.068970841,-0.692177449,-0.930487512
405,0.033848588,-0.803995587,-0.893979674
406,-0.029641637,-0.692718706,-0.850661071
407,-0.051062352,-0.836623667,-0.845112876
408,-0.221752639,-0.757905474,-0.712649708
409,-0.228796387,-0.904350179,-0.721861135
410,-0.300102279,-0.773699075,-0.697801172
411,-0.340145506,-0.898049393,-0.627808552
412,-0.279356993,-0.057671624,0.204420774
413,-0.336285918,-0.153987607,-0.143408406
414,-0.800382099,-0.232122907,-0.575634175
415,-0.9053436,-0.196177893,-0.469613849
416,-0.871437118,-0.353697548,-0.274893526
417,-0.917279376,-0.350227952,-0.594981728
418,-0.688261063,-0.341484571,-0.676728699
419,-0.746830313,-0.42211798,-0.527283074
420,-0.78603408,-0.47999084,-0.263370351
421,-0.814797661,-0.496922468,-0.616694378
422,-0.506860418,-0.641118875,-0.512096667
423,-0.478000347,-0.739932967,-0.473614952
424,-0.579584708,-0.732147194,-0.467337666
425,-0.535025763,-0.814543158,-0.35148352
426,-0.588818773,-0.51107842,-0.451617779
427,-0.634805766,-0.558126141,-0.493495986
428,-0.64442579,-0.687930664,-0.439098774
429,-0.699424921,-0.604341158,-0.430367479
430,0.833265791,-0.286248603,-0.413989633
431,0.651575677,-0.309841856,-0.476940312
432,0.715451861,-0.458201778,-0.320577226
433,0.552770219,-0.324414159,-0.463994523
434,0.459754144,-0.375625395,-0.471089811
435,0.580462765,-0.531063292,-0.328543865
436,0.513209441,-0.650167581,-0.337915337
437,-0.305505703,-0.232400475,-0.413473935
438,-0.349022559,-0.385340263,-0.387813531
439,-0.431781779,-0.138721385,-0.330713352
440,-0.452893726,-0.296518607,-0.404795988
441,-0.572415523,-0.054618379,-0.350007558
442,-0.576670719,-0.183548564,-0.465630529
443,-0.686138289,-0.098196504,-0.542007131
444,-0.807985488,-0.113185158,-0.48522704
445,0.841660395,-0.162730988,-0.279179152
446,0.598795808,-0.146076928,-0.384043603
447,0.468727687,-0.140248007,-0.415412247
448,0.714776433,-0.121789756,-0.438814251
449,0.710337907,-0.217550604,-0.248841903
450,0.370115209,-0.719809311,-0.898087473
451,0.275458809,-0.806771263,-0.796210511
452,0.321966846,-0.882741536,-0.683770639
453,0.187170729,-0.835319099,-0.71033796
454,0.200100349,-0.942973721,-0.675092692
455,0.092707308,-0.838164167,-0.785736514
456,0.091742411,-0.958836714,-0.709715566
457,-0.035913468,-0.810129832,-0.557424713
458,0.008375306,-0.961168282,-0.667250531
459,-0.075667226,-0.993921268,-0.540655647
460,-0.13336807,-0.939989869,-0.502351759
461,-0.209498447,-0.91636886,-0.495363167
462,-0.256585422,-0.990396158,-0.40202189
463,-0.37160115,-0.81358555,-0.344068143
464,-0.376425635,-0.927832405,-0.253500965
465,-0.036781875,-0.426975414,-0.71232962
466,-0.184604103,-0.363551201,-0.498083916
467,0.024778556,-0.117903809,0.65714997
468,-0.059939404,-0.122344892,0.818261032
469,-0.149964299,-0.122344892,0.822884528
470,-0.202165229,-0.177858427,0.658394758
471,0.452034968,-0.641785038,0.100303195
472,0.370115209,-0.705583968,0.074340485
473,0.488025628,-0.824965824,0.0490713
474,0.413246107,-0.853041795,-0.101387938
475,0.792643625,-0.690206719,-0.270323378
476,0.620698971,-0.757211555,-0.324418284
477,0.669040313,-0.696896099,-0.027963261
478,0.573708485,-0.664406803,0.008686838
479,0.740153226,-0.805494452,-0.103841948
480,0.678978753,-0.843326926,-0.042882928
481,0.62455856,-0.856289337,-0.010785194
482,0.561743762,-0.83462518,0.052005441
483,-0.550155348,-0.154403958,-0.142216966
484,-0.697369691,-0.119985566,-0.262445652
485,-0.834606997,-0.191875594,-0.42519272
486,-0.195700419,-0.284028062,1
487,-0.188174222,-0.463753131,0.787674826
488,-0.070842741,-0.674579658,0.678844837
489,-0.154402825,-0.606145348,0.65661649
490,0.111040352,-0.709525429,0.155020495
491,0.189293502,-0.881201035,0.089509109
492,-0.005036763,-0.775489387,0.632254221
493,0.054111426,-0.835527274,0.536939068
494,0.171732376,-0.999430986,0.167450586
495,0.101584361,-0.969398164,0.17803128
496,0.21283699,-0.090147041,0.438956512
497,0.073312878,-0.082236363,0.353955312
498,-0.044404562,-0.086816229,0.35573358
499,-0.157972944,-0.085983526,0.364091439
500,-0.034852081,-0.255993727,0.938649761
501,0.032304753,-0.365910526,0.777894353
502,-0.053571084,-0.431832849,0.723835012
503,0.124259442,-0.469443269,0.663551734
504,0.14104865,-0.599761292,0.65714997
505,0.069453289,-0.629710844,0.59917844
506,0.009050734,-0.553546274,0.633321182
507,0.368957332,-0.847282266,0.181303292
508,0.293888342,-0.788784878,-0.097742489
509,0.356220691,-0.938837963,0.159234989
510,0.285686717,-0.919311077,0.184966524
511,0.24226635,-0.694564531,0.5677031
512,0.248538181,-0.691455773,-0.042936276
513,0.163048303,-0.736074777,0.55721132
514,0.218819352,-0.818595646,0.368003628
515,-0.28331307,-0.115266916,0.622651575
516,-0.379030857,-0.058920678,0.506530688
517,-0.408942666,-0.10527448,0.077523584
518,-0.363206546,-0.219354794,0.088068712
519,-0.614388545,-0.087232581,0.233531017
520,-0.480856443,-0.253634402,-0.056344415
521,-0.613192072,-0.244752236,0.03731695
522,-0.510864741,-0.070439737,0.373160604
523,-0.50543237,-0.0467077,0.09980528
524,0.575059341,-0.138582601,-0.011834372
525,0.664215828,-0.140664358,-0.010927456
526,0.655628244,-0.222130471,0.027927696
527,0.96391285,-0.40005135,-0.057802594
528,0.931202841,-0.512743826,-0.101281242
529,0.833941218,-0.340929435,0.415839031
530,0.890677165,-0.435580012,0.192204074
531,0.757328393,-0.427114198,0.451937867
532,0.817730948,-0.548411272,0.294187732
533,0.892413979,-0.619052245,-0.04508798
534,0.835774523,-0.697784316,0.076954539
535,0.623111214,-0.426559063,0.474877522
536,0.667399988,-0.538835187,0.499595444
537,0.743433876,-0.745262267,0.239897216
538,0.681005037,-0.660923329,0.388453707
539,0.540033578,-0.608504674,0.527692075
540,0.403404157,-0.670568806,0.46723097
541,0.561936741,-0.749467417,0.419395567
542,0.433026496,-0.76824487,0.449270466
543,1,-0.279448195,0.131369533
544,0.912869797,-0.199231138,0.171273862
545,0.815994133,-0.190487756,0.32897065
546,0.627356761,-0.111103401,0.507419822
547,0.665180725,-0.308454017,0.525024673
548,0.58210309,-0.216162766,0.583707511
549,0.483104653,-0.134002734,0.653771261
550,0.472008337,-0.29263266,0.738772462
551,0.355738243,-0.338847678,0.806168811
552,0.132943515,-0.146076928,0.740372903
553,0.247283815,-0.350366736,0.86307338
554,0.146741543,-0.375347827,0.890636531
555,0.813485401,-0.109160427,0.149454516
556,0.773635153,-0.159400176,-0.03865065
557,0.728284992,-0.154681526,0.53462732
558,0.712171211,-0.182021942,0.101494634
559,0.359308362,-0.122761243,0.793720936
560,0.369439781,-0.157040851,0.542629525
561,0.277099134,-0.151905849,0.839422419
562,0.21959127,-0.160371663,0.811859268
563,-0.367741562,-0.196455461,0.828574985
564,-0.431627395,-0.119985566,0.710853657
565,-0.4845327,-0.285832252,0.708008429
566,-0.512263841,-0.360359173,0.42917604
567,-0.303575908,-0.302069961,0.758333407
568,-0.269225574,-0.459589616,0.513288106
569,-0.385785137,-0.46694516,0.638478158
570,-0.430932669,-0.409905002,0.417617299
571,-0.581109246,-0.139137736,0.499951098
572,-0.680821706,-0.137749898,0.328134864
573,-0.653466875,-0.315393209,0.409615094
574,-0.634178583,-0.409211083,0.143123883
575,-0.811970513,-0.167172071,0.170349163
576,-0.883122021,-0.221852903,-0.004899128
577,-0.737943611,-0.420868926,0.090433808
578,-0.802639958,-0.365910526,0.141861313
579,0.486867751,-0.662963451,-0.688732006
580,0.41228121,-0.606839267,-0.738772462
581,0.357378568,-0.703668751,-0.624945541
582,0.42193018,-0.802496721,-0.515350897
583,0.272853587,-0.724042218,-0.541882652
584,0.191512766,-0.768564073,-0.408637047
585,0.325151006,-0.855539904,-0.397345046
586,0.234354194,-0.922058997,-0.288408361
587,0.117022714,-0.822092999,-0.384043603
588,0.050348328,-0.740973846,-0.385395087
589,0.152241456,-0.963361067,-0.263317003
590,0.075532141,-0.991020686,-0.257377588
591,-0.086088114,-0.712897876,-0.225617726
592,-0.049711496,-0.844006967,-0.241337613
593,-0.021632992,-0.988716874,-0.211978412
594,-0.149385361,-1,-0.15631863
595,-0.041413381,-0.726720746,0.127937476
596,-0.204480982,-0.697465113,0.266837973
597,-0.274532507,-0.824091486,0.294098818
598,-0.121789305,-0.573392363,0.100320977
599,-0.123236651,-0.71028874,0.204954254
600,0.016190972,-0.858121283,0.20659026
601,0.020725989,-0.943820303,0.26801163
602,-0.096316023,-0.867058962,0.339906997
603,-0.081360119,-0.949094089,0.257893286
604,-0.184314634,-0.912621696,0.399123314
605,-0.184700592,-0.962583877,0.112182023
606,-0.278392096,-0.91181675,0.291751505
607,-0.267778228,-0.947817277,-0.002320639
608,0.9671935,-0.230318717,-0.23474024
609,0.339817441,-0.448348125,-0.842125386
610,0.42183369,-0.506082202,-0.881140581
611,0.436693105,-0.575335336,-0.891401186
612,0.018892684,-0.720808555,-0.10631374
613,0.427430093,-0.526067074,-0.317696432
614,0.470657481,-0.624353788,-0.172749824
615,0.32389664,-0.591156694,-0.30871618
616,0.366931048,-0.676078524,-0.308396091
617,0.239468149,-0.631306858,-0.235504895
618,0.168548216,-0.612806972,-0.223412674
619,0.094540613,-0.601843049,-0.162755959
620,0.012041915,-0.561179385,-0.071086255
