ID,IsomapX,IsomapY,IsomapZ
154,-0.341404254,0.838273169,0.332711367
155,-0.219057144,0.897134154,0.137158883
156,-0.27739028,0.884570143,0.175607211
157,-0.034954775,-0.437473577,-0.616347456
158,-0.132578059,-0.796946535,-0.113608693
159,-0.031493143,-0.424473282,-0.625958548
160,-0.128330687,-0.967998713,-0.043694206
161,-0.046909541,-0.528299667,-0.557400057
162,-0.041937945,-0.544236315,-0.500568993
163,-0.000128516,-0.665762719,-0.490710288
164,-0.033322104,-0.784878682,-0.316193182
165,0.047307643,0.93960462,0.104135939
166,0.012663976,0.927640906,0.256532115
167,-0.069467905,0.913007008,0.166360674
168,0.12714631,0.780056747,0.498852111
169,0.099352234,0.954650344,0.073702558
170,-0.638586152,-0.091106469,-0.413526321
171,-0.69252536,-0.094101238,0.384516976
172,-0.572035743,0.148421993,0.224357219
173,-0.786685939,-0.279111379,0.430257399
174,-0.665709891,0.020733109,0.163237006
175,-0.902766831,-0.363862064,0.372463054
176,-0.784674677,-0.139689937,0.164926673
177,-0.924432072,-0.285953233,0.232412011
178,-0.813265682,-0.150220808,0.062018215
179,-0.838300699,-0.025444942,-0.023040642
180,-0.81846273,-0.068496736,-0.076437931
181,-1,-0.214458583,0.173520934
182,-0.750582171,0.190929584,-0.117059308
183,-0.559610856,-0.386815331,-0.43921065
184,-0.45388699,-0.28949918,-0.674474911
185,-0.131868438,0.230419568,-0.311222908
186,-0.11264518,0.15828373,-0.237280647
187,0.010081496,0.627076596,-0.857699345
188,-0.003682692,0.613108178,-0.85225987
189,-0.016131456,0.582509225,-0.858268229
190,-0.05431041,0.525869691,-0.917443279
191,-0.469999935,0.815838213,-0.349461941
192,-0.543364821,0.700929024,0.119833333
193,-0.497232374,0.733829994,-0.446876684
194,-0.457539391,0.836577714,0.160724278
195,-0.463052317,0.834195652,-0.070520503
196,-0.545982585,0.691550572,-0.249545526
197,-0.481095038,0.745374282,-0.395269131
198,-0.227110715,0.821447578,0.470411315
199,-0.403440062,0.779016407,0.452959039
200,-0.501705436,0.735501355,0.45941709
201,-0.413069781,0.79905499,0.271977078
202,-0.426589902,0.83350957,0.247415157
203,-0.584598425,0.019779864,1
204,-0.400429979,0.818851053,0.196902689
205,-0.027763283,-0.269988044,-0.735877067
206,0.039910418,-0.338665277,-0.744003804
207,-0.446865912,0.446439535,-0.627503215
208,-0.367924836,0.50935256,-0.717703768
209,-0.041083722,0.585426791,-0.951978593
210,-0.587276056,0.349858845,-0.499783516
211,-0.475934564,0.440667003,-0.604055989
212,-0.463139162,0.440308152,-0.611386263
213,-0.299137922,0.495792865,-0.723165961
214,-0.295035977,0.500168852,-0.716774083
215,-0.248421597,0.52517495,-0.839923038
216,-0.322044977,0.404197815,-0.695066512
217,-0.258266049,0.413081795,-0.888533549
218,-0.10959644,0.576864211,-0.898299548
219,-0.181399077,0.385591138,-0.903673467
220,0.002743261,0.607924995,-0.767069655
221,0.018797153,0.59890208,-0.852326106
222,0.006820334,0.497278998,-0.873400868
223,-0.019780019,0.429769971,-0.781034839
224,0.017892364,0.646551832,-0.932114988
225,-0.587067936,0.472995184,-0.466891598
226,-0.465240981,0.430858432,-0.673185821
227,-0.402340201,0.746972268,-0.564036985
228,-0.580952089,0.536153919,-0.366429551
229,-0.414693065,0.521068536,-0.635736645
230,-0.279919736,0.602625326,-0.739900551
231,-0.262833458,0.730698866,-0.664707597
232,-0.465914304,0.646558074,-0.55464449
233,-0.202470604,0.666585669,-0.774981311
234,-0.13564816,0.697072911,-0.812996629
235,-0.222079226,0.579969802,-0.789935699
236,-0.185080401,0.55743278,-0.892490963
237,-0.059693482,0.667332411,-0.880717992
238,-0.076765075,0.601225386,-0.910273186
239,-0.001504895,0.426568844,-0.86221019
240,-0.010940628,0.13161202,-0.874789534
241,-0.053996323,0.156585611,-0.86265818
242,-0.00908267,0.078944801,-0.806743894
243,0.001643504,0.003722866,-0.871428078
244,0.024092797,0.111373285,-0.821792367
245,0.068004766,0.416088891,-0.873369878
246,-0.008158592,0.273211257,-0.544302864
247,0.030793116,0.183147489,-0.663142276
248,-0.056367461,-0.017201013,-0.655500108
249,-0.100501099,0.939608097,0.071023261
250,-0.127314719,0.777067395,0.49778556
251,-0.083046032,0.914244833,0.131621926
252,-0.055147481,1,-0.160430991
253,-0.089264629,0.970712921,0.018182273
254,-0.103488462,0.953682368,0.08218363
255,-0.084420542,0.99606248,-0.076707542
256,-0.078189198,0.991186536,-0.112676526
257,-0.079203542,0.963626283,-0.007540638
258,-0.054549728,0.972153122,-0.271282149
259,-0.144235168,0.92599845,0.151792152
260,-0.157080501,0.963357446,-0.061625704
261,-0.124532124,0.976383372,-0.162083998
262,-0.129225189,0.933860957,-0.248878858
263,-0.186196776,0.94823952,-0.040481889
264,-0.262541658,0.936163742,-0.01996912
265,-0.240388678,0.952253931,-0.251391709
266,-0.149675457,0.930738722,-0.292213749
267,0.079944211,0.996018779,-0.237512896
268,0.006471736,0.962716683,-0.242211115
269,-0.012329861,0.952367287,-0.292507982
270,-0.0383314,0.938572324,-0.36637467
271,-0.010491952,0.89299442,-0.418181854
272,-0.084312992,0.927224551,-0.404319007
273,-0.003595285,0.889178908,-0.53442735
274,-0.137507318,0.896347895,-0.540445359
275,-0.108983007,0.774740233,-0.686047746
276,-0.084595573,0.764918608,-0.808321219
277,-0.099602576,0.709301631,-0.84997084
278,-0.027203708,0.912438487,0.006411554
279,-0.01764495,0.906521677,-0.122248161
280,0.032856046,0.889770189,-0.531850012
281,-0.013618055,0.83196519,-0.597136054
282,0.03110151,0.791610333,-0.673293604
283,-0.041179372,0.768386935,-0.647494653
284,0.029105444,0.727468005,-0.827007506
285,0.043007371,0.702298365,-0.841517565
286,0.05454365,0.685108457,-0.857121692
287,0.068329182,0.673110291,-0.874757139
288,-0.231974683,0.328776424,-0.918833946
289,-0.131303556,0.407829984,-0.968694478
290,-0.221769989,0.299098721,-0.883961108
291,-0.1429403,0.310740594,-0.944207179
292,-0.129818773,0.239052543,-0.948473213
293,-0.112070903,0.096171097,-0.957752017
294,-0.095079462,0.403300718,-0.947626485
295,0.038633957,0.405878878,-0.926662402
296,-0.10850713,0.01163321,-0.938512932
297,-0.030086708,-0.070107133,-0.943636507
298,-0.008902418,0.362891949,-0.885473563
299,-0.044614694,0.200375637,-0.871569746
300,0.020309447,-0.13162566,-0.915433838
301,0.053994495,0.00978248,-1
302,0.081573319,-0.004923834,-0.973420209
303,0.123286778,-0.129308563,-0.944774914
304,-0.54496502,0.335529352,0.043846278
305,-0.351529894,0.471627593,-0.123523549
306,-0.507558735,0.339364195,0.084409957
307,-0.24919677,0.570798165,-0.31402897
308,-0.506395819,0.394948094,-0.096478919
309,-0.73017605,0.143663246,0.105716035
310,-0.364887225,0.424860121,-0.139132605
311,-0.594420056,0.34244753,-0.043931363
312,-0.814080382,0.042272574,0.037138435
313,-0.834955732,-0.071714903,-0.103123433
314,-0.678489791,0.278171163,0.0345573
315,-0.781635864,0.044283208,-0.076659589
316,-0.833850277,-0.119334206,-0.156499765
317,-0.797462367,-0.064961943,-0.178368959
318,-0.757999541,-0.006671581,-0.337071205
319,-0.697429482,0.048226379,-0.420388609
320,-0.461755029,0.435544743,-0.620407348
321,-0.558888412,0.405228061,-0.548484
322,-0.570334111,0.376709914,-0.527710742
323,-0.759316541,0.101097728,-0.182259745
324,-0.613451089,0.30295335,-0.532633156
325,-0.60909274,0.21548114,-0.549532949
326,-0.547089479,0.256705627,-0.605440373
327,-0.531528059,0.12228341,-0.598850934
328,-0.679172106,0.058699812,-0.309844212
329,-0.506178367,-0.026560909,-0.661742282
330,-0.61354826,-0.247277257,-0.471406257
331,-0.450815525,0.194533167,-0.66392264
332,-0.373765587,0.248524485,-0.756885494
333,-0.382530256,0.232353399,-0.774307053
334,-0.320624846,0.16155786,-0.836740369
335,0.101879408,0.987218737,-0.187588222
336,-0.347323563,0.378371726,-0.022557142
337,-0.294082592,0.364850056,-0.110367071
338,-0.238148148,0.432739636,-0.272128205
339,-0.606892808,0.241709919,-0.335053114
340,-0.519806611,0.390084104,-0.415308932
341,-0.485053122,0.751081884,0.47199703
342,-0.430981347,0.873992296,0.118392733
343,-0.424884662,0.671321559,0.179308022
344,-0.449810953,0.651639382,-0.316181573
345,-0.538009324,0.592940323,-0.292826142
346,-0.509323736,0.532297928,-0.282846663
347,-0.368764215,0.485140746,-0.431261349
348,-0.287674264,0.425347032,-0.531264637
349,0.759460088,0.280879271,-0.413064367
350,0.850800614,0.13189343,-0.209363297
351,0.765918086,0.184023095,-0.378824154
352,0.088039086,0.914332397,-0.554623746
353,0.082305097,0.807439203,-0.7332566
354,0.2508054,0.968006678,-0.420106428
355,0.264853855,0.93204782,-0.538395431
356,0.433756148,0.969742317,-0.302530336
357,0.346703623,0.891166324,-0.501815838
358,0.243376606,0.800616915,-0.683867312
359,0.243030902,0.734883473,-0.791743583
360,0.316353802,0.79055936,-0.603136529
361,0.315276413,0.724840371,-0.645615927
362,0.177205919,-0.186568691,-0.628967678
363,0.174692663,-0.394593427,-0.535956402
364,0.129002901,-0.247050463,-0.744447094
365,0.211758538,-0.424756835,-0.755491111
366,0.347291015,0.431782065,-0.289041433
367,0.385627786,0.279621136,-0.161818903
368,0.45592931,-0.00224658,0.056529787
369,0.318511872,-0.036413747,-0.159287672
370,0.386834229,0.274995343,-0.227510707
371,0.348131466,0.186587292,-0.281567751
372,0.431913008,0.010859217,-0.144420106
373,0.470759005,-0.053950132,-0.095392714
374,0.558228527,-0.25850945,0.11868339
375,0.604153325,-0.651697504,0.21841748
376,0.637784288,-0.339578031,-0.013786064
377,0.667052798,-0.642728882,0.071175102
378,0.541513628,-0.818644957,0.028125045
379,0.493591319,-0.779782614,-0.161023215
380,0.700287521,-0.8356555,0.285013096
381,0.755268815,-0.872684897,0.283552149
382,0.53849531,0.303167385,-0.811193057
383,0.624577798,0.106900261,-0.643275827
384,0.484936657,0.355595578,-0.867136545
385,0.603894725,0.222196511,-0.650304963
386,0.634306492,0.154992577,-0.59617543
387,0.589292599,0.211813072,-0.690022996
388,0.660865295,-0.03179106,-0.529033206
389,0.456804111,0.216797817,-0.882073667
390,0.467774515,0.080454888,-0.872575381
391,0.638620164,-0.125012095,-0.568195219
392,0.533487115,-0.045119264,-0.790665062
393,0.425614112,-0.030536927,-0.888214329
394,0.406876841,-0.025173739,-0.893707099
395,0.568704867,-0.126956255,-0.684928376
396,0.474676777,-0.313187485,-0.777370888
397,0.555237084,0.048079877,-0.734854268
398,0.681613305,-0.141066951,-0.441164496
399,0.438793336,0.225621113,-0.074919883
400,0.726132559,-0.154587254,0.197044272
401,0.611940374,-0.266313096,-0.541682724
402,0.453599137,0.08435707,-0.017470312
403,0.610104135,0.085035863,0.212477955
404,0.58319526,-0.024089774,0.154483326
405,0.754811324,-0.25065988,0.34768216
406,0.573031714,-0.046525519,0.078421308
407,0.76182469,-0.34039364,0.283380428
408,0.797088322,-0.403755652,0.247754256
409,0.84373857,-0.426610035,0.262904348
410,0.714476311,-0.584964148,-0.004249084
411,0.693349079,-0.578638704,-0.140261514
412,0.112216817,0.360358199,-0.802399576
413,0.135898125,0.308366484,-0.808978547
414,0.270169751,-0.458900615,-0.675636321
415,0.285849026,-0.608157428,-0.477516946
416,0.284962983,-0.156956623,-0.908797553
417,0.364538173,-0.543857314,-0.386605342
418,0.403694741,-0.387845686,-0.426912726
419,0.387104253,-0.251768825,-0.696219933
420,0.385375799,-0.348710503,-0.619385818
421,0.399810222,-0.329889491,-0.417758542
422,0.59452256,-0.529218,-0.4007095
423,0.628093971,-0.479774858,-0.342973006
424,0.615260793,-0.627186677,-0.304260681
425,0.537429748,-0.666029333,-0.394918203
426,0.436409885,-0.523711358,-0.387429179
427,0.424852089,-0.395114648,-0.488524529
428,0.466261108,-0.579266773,-0.383135839
429,0.441130201,-0.548913077,-0.359375797
430,0.30364146,0.857196824,-0.266230971
431,0.327736482,0.870826967,-0.17667297
432,0.396598477,0.814909895,-0.025434408
433,0.344425134,0.849842642,-0.106044748
434,0.38526276,0.757450989,0.005794006
435,0.424903197,0.822736584,0.02118695
436,0.447787822,0.813795169,0.134952478
437,0.192719702,-0.352184086,-0.427438151
438,0.187080563,-0.325798916,-0.541815801
439,0.209369514,-0.722867528,-0.333804429
440,0.189758644,-0.388518063,-0.524699211
441,0.19000685,-0.493572732,-0.474261541
442,0.222933959,-0.550161372,-0.448282356
443,0.227376732,-0.746253037,-0.342205362
444,0.349980332,-0.772896492,0.039692837
445,0.098904737,0.962705161,0.014374432
446,0.198767294,0.896470752,0.185563107
447,0.275519836,0.882204373,0.054114371
448,0.215925805,0.813401575,0.466646694
449,0.098407293,0.95443956,0.115132675
450,0.548137186,0.2069591,0.124385725
451,0.747421952,0.205470233,0.334470037
452,0.832263697,-0.158905877,0.385284442
453,0.857755369,0.130415911,0.34876825
454,0.953247457,-0.168516798,0.486827391
455,0.881332401,0.05141269,0.274220646
456,0.919391957,-0.095894,0.375131709
457,0.873623647,0.017855089,0.073403345
458,0.905891836,-0.098698279,0.259784596
459,1,-0.309881915,0.325325622
460,0.894698516,-0.017551731,-0.046700672
461,0.742436056,0.249564001,-0.288849969
462,0.851733974,-0.273037673,-0.067593985
463,0.644734677,-0.118428648,-0.501329375
464,0.729027198,-0.229524844,-0.240288458
465,0.231650173,0.054391316,-0.265154659
466,0.212578964,0.032550338,-0.240654359
467,0.039746292,0.664560215,-0.855357657
468,0.035665604,0.641190622,-0.887015262
469,0.064290718,0.588217781,-0.875642094
470,0.127465205,0.56623425,-0.931590758
471,0.599070284,0.71464496,-0.225099931
472,0.637438477,0.506468318,-0.45844204
473,0.575397728,0.751434243,-0.292579658
474,0.60608731,0.48236965,-0.54211123
475,0.35117888,0.767175104,-0.192081406
476,0.453019456,0.807486381,-0.089260175
477,0.48480639,0.851715611,-0.130230174
478,0.51545689,0.794429933,-0.196549759
479,0.494497622,0.764614882,0.096714437
480,0.559120164,0.775967425,0.129985725
481,0.516694286,0.725472438,0.1347639
482,0.586534946,0.700708039,0.111248394
483,0.16606949,-0.288812209,-0.652805827
484,0.202616405,-0.457248619,-0.508592203
485,0.335715808,-0.521583095,-0.481154978
486,0.171347898,0.60458697,-0.927339793
487,0.247050793,0.591078528,-0.924624695
488,0.352775995,0.583324498,-0.807743302
489,0.319091134,0.580914468,-0.901329609
490,0.640254584,0.384768919,-0.64505674
491,0.638934238,0.395292437,-0.644957279
492,0.394785008,0.573243471,-0.733307724
493,0.523650531,0.557822752,-0.667359097
494,0.76981335,0.258821338,-0.210237337
495,0.695515052,0.339751584,-0.456215981
496,0.062605772,0.73104884,-0.79834529
497,0.056767145,0.657883067,-0.87746466
498,0.092904008,0.580958877,-0.914786075
499,0.092961108,0.491013722,-0.812797273
500,0.092220689,0.658482263,-0.924189263
501,0.167203022,0.672004973,-0.876680379
502,0.225969408,0.601193457,-0.930765697
503,0.228690798,0.682506187,-0.836496878
504,0.28839945,0.678544751,-0.815827717
505,0.326069096,0.630733311,-0.81946442
506,0.299567096,0.598320517,-0.889627983
507,0.646969849,0.518535064,-0.441272974
508,0.670876196,0.491570515,-0.382398229
509,0.60211077,0.424514691,-0.683103291
510,0.545704195,0.390612428,-0.741498399
511,0.339965457,0.70875296,-0.688309269
512,0.63638907,0.57089696,-0.449230064
513,0.348808004,0.619228201,-0.816967209
514,0.418686466,0.530204957,-0.807861084
515,0.119266497,0.453770391,-0.882163317
516,0.07302967,0.446791906,-0.933847734
517,0.118092554,0.264090356,-0.789583245
518,0.131470193,0.280795814,-0.892502499
519,0.119283657,0.187636114,-0.793019196
520,0.173002869,0.169719419,-0.885556869
521,0.159501147,0.111555666,-0.828436753
522,0.08534548,0.222006146,-0.762481531
523,0.120744293,0.116059317,-0.627715384
524,0.128130071,0.915192394,-0.259633308
525,0.131687049,0.852430274,0.230746096
526,0.073721132,0.900129327,-0.170307684
527,0.157872317,0.964715338,-0.30318405
528,0.197525684,0.9684029,-0.149220297
529,0.16246293,0.947728041,-0.0631977
530,0.160490421,0.969186288,-0.219396251
531,0.21035151,0.97477726,-0.046464911
532,0.207925274,0.965657927,-0.042687596
533,0.243280684,0.935880755,0.06179737
534,0.270453424,0.930063071,0.114590184
535,0.206697269,0.972346887,-0.155201897
536,0.236546725,0.981956434,-0.098863022
537,0.312408176,0.974569062,0.120624977
538,0.288499113,0.982162934,-0.025481527
539,0.291587197,0.980102506,-0.103785839
540,0.383522516,0.970632876,-0.241580247
541,0.338111415,0.979560101,-0.008775632
542,0.447903319,0.934423697,-0.261471564
543,0.064733374,0.991150677,-0.218429144
544,0.060893126,0.984372455,-0.232500664
545,0.047014588,0.961623868,-0.282127206
546,0.120250652,0.907923917,-0.502035372
547,0.1437761,0.936015215,-0.336671913
548,0.121066571,0.906972758,-0.544668437
549,0.079485588,0.867826781,-0.632663624
550,0.19146512,0.93051395,-0.549495446
551,0.22094829,0.874052249,-0.653357126
552,0.05821629,0.695084593,-0.873272141
553,0.190824005,0.785752505,-0.751909747
554,0.183238113,0.70755738,-0.832289758
555,0.038316054,0.923577497,0.001898985
556,0.063694798,0.940947959,0.001964574
557,0.063180356,0.912328527,-0.117508026
558,0.076081704,0.915392102,-0.302577638
559,0.052885249,0.782067935,-0.701528442
560,0.093407254,0.851015542,-0.61634941
561,0.058473479,0.757427864,-0.759773803
562,0.071138297,0.715193801,-0.81887369
563,0.227183702,0.484408671,-0.909896073
564,0.152249656,0.445169486,-0.894501085
565,0.333272387,0.370164824,-0.8836484
566,0.371739764,0.15498513,-0.936836759
567,0.298829222,0.537161647,-0.925265988
568,0.391123379,0.483208378,-0.885742808
569,0.396052128,0.453498804,-0.845841322
570,0.380591879,0.331702704,-0.893264303
571,0.196457442,0.325458575,-0.930913367
572,0.189767409,0.143004869,-0.953123129
573,0.382348332,0.096815717,-0.913685682
574,0.357343483,-0.0592778,-0.896648362
575,0.084193791,-0.053248692,-0.955138445
576,0.149600112,-0.092162657,-0.972384775
577,0.298717017,-0.130720749,-0.888753883
578,0.235709534,-0.023530333,-0.977909684
579,0.426357339,0.5647913,0.282643228
580,0.343364721,0.75007437,-0.19243297
581,0.558750355,0.518793063,0.179968471
582,0.893176142,0.306298068,0.393657858
583,0.601891619,0.465010661,0.168303922
584,0.711610011,0.489746879,0.185030492
585,0.720537782,0.485659877,0.317791229
586,0.825954946,0.273685607,-0.029746327
587,0.786917979,0.438863273,0.016894502
588,0.80646765,0.428680646,0.074111087
589,0.815566209,0.251473176,-0.232853356
590,0.847522205,0.184692994,-0.131265101
591,0.758194511,0.263117968,-0.388254945
592,0.796304234,0.231235601,-0.312908238
593,0.83715969,0.149434068,-0.218333008
594,0.848988295,0.104321511,-0.161051889
595,0.662197561,0.393796617,-0.589615474
596,0.497178181,0.426846673,-0.819368739
597,0.517444336,0.382001991,-0.831946461
598,0.565124201,0.489759156,-0.714950342
599,0.638129132,0.352004005,-0.623424954
600,0.734415399,0.303686081,-0.350463137
601,0.818646354,0.220639894,-0.114982017
602,0.685223042,0.281778652,-0.445691659
603,0.766093737,0.224588559,-0.220785117
604,0.584306154,0.365115417,-0.60503748
605,0.723676433,0.279291432,-0.31876324
606,0.65247854,0.27018113,-0.510763583
607,0.75537945,0.239711931,-0.253888613
608,0.112818279,0.989902867,-0.232540193
609,0.332359966,0.509650618,-0.368505165
610,0.363268831,0.410723617,-0.234314179
611,0.526553639,0.311443248,0.15454488
612,0.700847987,0.385813844,-0.468431723
613,0.508110182,0.830261366,-0.044107554
614,0.530718247,0.804659949,0.052824463
615,0.395631314,0.647814811,-0.351859504
616,0.42689629,0.596364003,0.29479293
617,0.602392193,0.485594924,0.101590477
618,0.654612331,0.316850551,-0.104057379
619,0.733498743,0.26662762,-0.134430478
620,0.638762509,0.324609212,-0.413237502
