ID,TsneX,TsneY,TsneZ
318,-0.76446848,0.236050562,0.885776295
319,-0.708554927,0.176794287,0.869350347
320,-0.357764778,-0.282289717,0.693945985
321,-0.421191307,-0.199180378,0.743334666
322,-0.451505142,-0.127341039,0.747930515
323,-0.855466882,0.293415433,0.871183644
324,-0.528812218,-0.071577468,0.74792113
325,-0.54638447,-0.086200713,0.747918288
326,-0.497572367,-0.159592917,0.699083002
327,-0.578784535,-0.10359823,0.687649517
328,-0.81391131,0.192969036,0.810019075
329,-0.667794113,-0.069352201,0.632346609
330,-0.808471626,0.13035309,0.713295958
331,-0.482120811,-0.225451558,0.62323962
332,-0.40114465,-0.336521363,0.545172493
333,-0.467806462,-0.2960118,0.544278082
334,-0.460500991,-0.329178328,0.491073853
335,0.835964633,0.023828537,0.518325501
336,-0.257817798,0.31034671,0.96089044
337,-0.184861925,0.279589697,0.950553563
338,-0.083744272,0.220368153,0.933696656
339,-0.455328293,0.15480016,0.914621702
340,-0.416475177,0.104805396,0.898194134
341,-0.028939749,0.173231448,0.972172607
342,0.057860666,0.046751188,0.890922739
343,0.125009286,0.125700311,0.971508055
344,-0.154800681,-0.114809446,0.829380965
345,-0.21697905,-0.081481073,0.841514051
346,-0.231512967,-0.084046707,0.835382202
347,-0.214448224,-0.188249889,0.760852702
348,-0.16192464,-0.413746145,0.586456887
349,0.202074308,0.414475413,-0.881698636
350,0.139015758,0.598094013,-0.920110967
351,0.167608133,0.415164037,-0.896992763
352,0.669615206,-0.571284198,0.330587047
353,0.587716082,-0.747917773,0.224329868
354,0.709161217,-0.437623907,0.158842436
355,0.690583858,-0.501423784,0.120994889
356,0.761874483,-0.315730082,0.093949473
357,0.712167687,-0.440278669,0.074860619
358,0.571963556,-0.702291597,-0.297360477
359,0.548537196,-0.74334039,-0.320750813
360,0.580161824,-0.630487371,-0.32963571
361,0.601091459,-0.675461771,-0.360150549
362,-0.584446627,0.236062988,-0.356711999
363,-0.6118822,0.358410638,-0.353014778
364,-0.623294865,0.197626147,-0.322982306
365,-0.603166966,0.264320973,-0.369330202
366,0.39724693,0.825919633,-0.292688362
367,0.318316338,0.895599346,-0.368096697
368,0.15117199,0.962543926,-0.480506073
369,0.179236535,0.882874316,-0.371189652
370,0.340527288,0.864632658,-0.348390643
371,0.280845548,0.864335425,-0.336526932
372,0.175105695,0.883083187,-0.4466326
373,0.129202391,0.8871574,-0.500378442
374,-0.027133631,0.834189239,-0.647133609
375,-0.191864391,0.825057736,-0.718259055
376,-0.073166018,0.754869535,-0.696507886
377,-0.158460494,0.750834676,-0.747259791
378,-0.250474085,0.788162728,-0.712188929
379,-0.268448832,0.715843412,-0.690013937
380,-0.207023133,0.861392474,-0.775084679
381,-0.189654889,0.848403097,-0.820011274
382,0.331668492,-0.178751406,-0.73518804
383,0.175032831,0.073504462,-0.814295234
384,0.345955697,-0.332424433,-0.672205307
385,0.26920513,0.029473607,-0.81677097
386,0.22770203,0.103016032,-0.822139852
387,0.274010687,-0.028744438,-0.787653484
388,0.119717151,0.192257987,-0.831310219
389,0.275543297,-0.316420697,-0.677538028
390,0.206203755,-0.23506377,-0.702831784
391,0.082938582,0.147021337,-0.825123516
392,0.126119586,-0.048888867,-0.758771256
393,0.131051113,-0.214291718,-0.712082576
394,0.141079993,-0.244397019,-0.658514327
395,0.083687249,0.074385893,-0.787241905
396,0.041068605,0.00133991,-0.749833029
397,0.183494171,-0.021361109,-0.781364163
398,0.076923331,0.268902473,-0.8443606
399,0.26965046,0.894265642,-0.416767929
400,-0.005129114,0.86667146,-0.732889609
401,0.015662968,0.189816656,-0.78592736
402,0.210144047,0.907779457,-0.479992518
403,0.122927664,0.924107048,-0.613086179
404,0.055657138,0.921230483,-0.622285343
405,-0.051145892,0.94965436,-0.788174535
406,0.078285958,0.873540167,-0.587130321
407,-0.039293696,0.904140305,-0.78850636
408,-0.085673331,0.836677125,-0.798322596
409,-0.073901465,0.844562846,-0.84577715
410,-0.102967551,0.706205073,-0.780061317
411,-0.121310731,0.639642294,-0.764187249
412,0.006725887,-0.884772607,-0.105805677
413,-0.026784653,-0.871242896,-0.117376335
414,-0.557266406,0.278309492,-0.416036265
415,-0.5206579,0.426841667,-0.486142549
416,-0.36150223,0.107106085,-0.511319023
417,-0.451389098,0.43165392,-0.541905341
418,-0.415600393,0.336052721,-0.576083447
419,-0.37302205,0.202651426,-0.533552465
420,-0.415210975,0.260680843,-0.559849823
421,-0.403071508,0.325488205,-0.524760345
422,-0.176450583,0.504665043,-0.711661657
423,-0.15471267,0.537011568,-0.746672462
424,-0.185902232,0.60319659,-0.72411067
425,-0.244569224,0.549151314,-0.706447853
426,-0.408046117,0.393661612,-0.58338243
427,-0.38358904,0.328609922,-0.583000512
428,-0.352275446,0.450048726,-0.617673903
429,-0.382109444,0.456779675,-0.587298329
430,0.914565175,0.307216772,0.089779171
431,0.906229372,0.329370265,0.05312053
432,0.858345412,0.404702219,-0.071630174
433,0.881489545,0.392265292,0.022025253
434,0.840867743,0.449934933,-0.021118507
435,0.814181382,0.442369598,-0.093586764
436,0.808521008,0.503283955,-0.134288184
437,-0.596995874,0.387203134,-0.393128949
438,-0.649890133,0.317744414,-0.375727466
439,-0.651236553,0.548319994,-0.402319618
440,-0.687002513,0.328517887,-0.383279518
441,-0.664557604,0.433949476,-0.357623059
442,-0.654064089,0.43736067,-0.405789757
443,-0.632649783,0.527984574,-0.425833229
444,-0.339403553,0.741751919,-0.660395522
445,0.731563865,0.075791368,0.567110011
446,0.68977914,0.186673842,0.574700785
447,0.853294674,0.393650125,0.059270762
448,0.625099266,0.145266529,0.613697236
449,0.68464489,0.052801105,0.572654196
450,0.182136041,0.92112747,-0.552615181
451,0.184268294,0.871697738,-0.835022998
452,0.002741496,0.961053958,-0.838110301
453,0.118818747,0.87684462,-0.861406839
454,-0.010453784,0.94615971,-0.895954974
455,0.106510278,0.810667901,-0.903109319
456,0.035431403,0.868497363,-0.894561523
457,0.108295083,0.768606162,-0.906454528
458,0.036615622,0.799297342,-0.904242517
459,-0.044795806,0.862562294,-0.918692062
460,0.086400822,0.677471885,-0.925287501
461,0.155329126,0.362936899,-0.886337129
462,-0.020963216,0.612394357,-0.864279307
463,0.058028805,0.215694943,-0.806365803
464,0.032601308,0.436932619,-0.857665318
465,0.242436647,0.829519003,-0.323166379
466,0.186610404,0.850515183,-0.30522442
467,0.367928305,-0.944607781,0.065011388
468,0.370512292,-0.962071602,0.021279849
469,0.334778748,-0.946166822,-0.015200403
470,0.303319783,-0.936143466,-0.113908253
471,0.744138381,0.326237617,-0.291838907
472,0.415842266,0.107278599,-0.735431954
473,0.710652247,0.280633631,-0.334402863
474,0.384970317,0.005699686,-0.734785527
475,0.877429898,0.348239156,-0.039369004
476,0.845243883,0.405094466,-0.134780292
477,0.816895713,0.333331002,-0.175493786
478,0.806103048,0.348246754,-0.196539484
479,0.808010901,0.431455458,-0.178391226
480,0.781756451,0.489989085,-0.230406679
481,0.744809627,0.506829141,-0.209864964
482,0.802560559,0.474294681,-0.253037777
483,-0.647716813,0.25367204,-0.3603481
484,-0.620136008,0.38502136,-0.405450622
485,-0.492684353,0.396052409,-0.514666721
486,0.471538626,-0.919945057,-0.253592323
487,0.528823893,-0.897293764,-0.380043449
488,0.4966998,-0.658877522,-0.473147739
489,0.476288203,-0.731849195,-0.460934317
490,0.348785357,0.027646524,-0.836318792
491,0.372984852,-0.006522768,-0.832119856
492,0.511391951,-0.603243822,-0.495769466
493,0.430480874,-0.199517306,-0.812358889
494,0.226729195,0.365719538,-0.995867941
495,0.308158196,0.213644583,-0.908568011
496,0.52760496,-0.823860685,0.177480288
497,0.339356149,-0.963678805,0.035231148
498,0.261624312,-0.948876318,-0.061371134
499,0.093829221,-0.929639868,-0.084140586
500,0.465763612,-0.967735201,-0.107459575
501,0.49543604,-0.906285375,-0.195864635
502,0.465058299,-0.909214617,-0.324626482
503,0.532132266,-0.780858169,-0.317662197
504,0.527598376,-0.72642442,-0.3772106
505,0.524827037,-0.723580091,-0.433123399
506,0.503382053,-0.764819279,-0.410057147
507,0.38312258,0.103023422,-0.716192874
508,0.373587413,0.188038448,-0.760138106
509,0.37693921,-0.038465856,-0.730739189
510,0.335924411,-0.132095998,-0.764592493
511,0.539847564,-0.641933872,-0.377430187
512,0.426887335,0.128710596,-0.765732807
513,0.477306838,-0.666945091,-0.45008359
514,0.452752905,-0.543043732,-0.548466434
515,0.10936265,-0.911404793,-0.11225376
516,0.131181022,-0.930636194,-0.064476566
517,-0.094152972,-0.827022764,-0.110989431
518,-0.076119318,-0.816828588,-0.14535676
519,-0.137993722,-0.809723097,-0.140555595
520,-0.13893002,-0.735482993,-0.168169821
521,-0.18685509,-0.711451663,-0.163578654
522,-0.135475304,-0.813745048,-0.079232211
523,-0.17153247,-0.78712844,-0.122408055
524,0.732034446,-0.244405389,0.454580074
525,0.628000998,-0.068475235,0.576078481
526,0.696712491,-0.234619493,0.489916781
527,0.885224688,0.035524673,0.443771113
528,0.835354366,0.017839771,0.404865896
529,0.791702088,-0.029782511,0.40851012
530,0.854467256,0.012247935,0.441317703
531,0.782801714,-0.125619863,0.316302874
532,0.821654209,-0.040438437,0.363793838
533,0.794953795,-0.003911201,0.347048959
534,0.792448854,-0.046890392,0.284702642
535,0.758794575,-0.221511839,0.279284929
536,0.77971217,-0.181226329,0.260186065
537,0.784027076,-0.114603391,0.192454368
538,0.790027071,-0.133292107,0.214586519
539,0.765483651,-0.228834636,0.197389151
540,0.756786055,-0.269094864,0.135323485
541,0.784722114,-0.17940822,0.150527031
542,0.758003723,-0.24513719,0.084542338
543,0.802922872,-0.058759774,0.527397483
544,0.79398769,-0.143950519,0.499750296
545,0.748770829,-0.260847025,0.4734379
546,0.644868949,-0.541754017,0.272076851
547,0.690949476,-0.431083545,0.307252033
548,0.656568612,-0.599550759,0.23894702
549,0.627297289,-0.661956755,0.262909417
550,0.669276676,-0.544695268,0.180750063
551,0.661833918,-0.576188071,0.098533316
552,0.420175588,-0.970254852,0.035445436
553,0.556803535,-0.758249949,-0.258491529
554,0.533090193,-0.804062993,-0.263723053
555,0.638607055,-0.184032587,0.554602719
556,0.675886694,-0.120551812,0.536251204
557,0.652685333,-0.226327893,0.501041871
558,0.696911086,-0.340842158,0.431598616
559,0.516688095,-0.772237218,0.185360555
560,0.591834362,-0.647780969,0.225265785
561,0.478433438,-0.834876331,0.141406913
562,0.452599887,-0.882659404,0.106824343
563,0.394599363,-0.851739101,-0.307326001
564,0.352525729,-0.867033433,-0.266558433
565,0.366573214,-0.560357709,-0.54613777
566,0.230711477,-0.362350994,-0.641743718
567,0.461189277,-0.782223107,-0.419156276
568,0.430412105,-0.635075792,-0.529761951
569,0.442424213,-0.559875708,-0.546912134
570,0.352556189,-0.484785592,-0.593910014
571,0.320212954,-0.828391705,-0.315258966
572,-0.233356107,-0.55393862,-0.222927829
573,0.166076109,-0.322360452,-0.660924683
574,0.119756054,-0.267451794,-0.679396739
575,-0.385767773,-0.492836459,-0.144423702
576,-0.352379834,-0.425215931,-0.204935085
577,0.063168978,-0.250116978,-0.646027538
578,-0.307251016,-0.410267378,-0.263438848
579,0.742710606,0.658505827,-0.138069114
580,0.908404575,0.368813422,0.050661852
581,0.383190787,0.842594119,-0.740034336
582,0.058261724,1,-0.860954196
583,0.359547924,0.832339123,-0.77914152
584,0.347189292,0.779797257,-0.83080744
585,0.294525723,0.808478367,-0.830639989
586,0.274171851,0.627453642,-0.930286972
587,0.325760215,0.689369213,-0.863676363
588,0.298006544,0.756164945,-0.88419496
589,0.306842537,0.53000038,-0.920187674
590,0.266483205,0.561158399,-0.972643265
591,0.34979213,0.405916663,-0.916754127
592,0.314033599,0.48326714,-0.951348188
593,0.245221117,0.553426428,-0.967278674
594,0.18442653,0.545694011,-0.957432395
595,0.383854027,0.116171141,-0.885858429
596,0.415998535,-0.339838992,-0.684577663
597,0.37055327,-0.261342827,-0.712551834
598,0.430237988,-0.182065321,-0.792079324
599,0.374700222,0.037313487,-0.85122209
600,0.316859515,0.299750531,-0.95010133
601,0.240010919,0.461077672,-1
602,0.31615779,0.203281628,-0.894021698
603,0.227632428,0.391639469,-0.944629299
604,0.365251259,-0.028935379,-0.798125002
605,0.24356065,0.335403235,-0.903209265
606,0.289434084,0.138652044,-0.847148855
607,0.214010545,0.440446153,-0.910982589
608,0.865391729,0.020823134,0.499789753
609,0.425907298,0.806160328,-0.253801555
610,0.368259304,0.866543548,-0.317305351
611,0.22519158,0.942679854,-0.51952519
612,0.399612363,0.283877218,-0.907107641
613,0.780726122,0.428945299,-0.179919946
614,0.818536554,0.486637852,-0.220442751
615,0.869086536,0.311821855,-0.095203187
616,0.766242793,0.610252664,-0.139482598
617,0.744580886,0.516354604,-0.284138403
618,0.349687726,0.289860625,-0.923180782
619,0.313338962,0.40028403,-0.948306989
620,0.400941045,0.178309421,-0.906473758
