,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.54053,0.14903,0.22075,0.67333,0.20255,0.29854,0.060932,0.22301,0.05886,-0.06641,0.094424,-0.50978,-0.57396,-0.31772,-0.30039,0.10017,0.19344,-0.12332,-0.12117,-0.11904,0.17326,0.024457,0.055485,0.096409,0.06979,0.23578,0.57901,0.46277,0.20923,-0.51046,-0.53007,-0.50907,-0.33517,-0.26098,-0.28826,-0.058175,0.16891,0.42036,0.53197,0.81678,0.59785,-0.3317,-0.39062,-0.30004,-0.18255,-0.20938,-0.30883,-0.50521,0.14619,0.23074,-0.70623,0.24907,-0.1239,-0.30119,-0.033178,-0.11901,-0.38071,-0.19128,-0.058454,-0.17464,-0.49912,-0.59569,-0.1586,-0.70664,-0.32609,-0.36798,0.073928,0.095873,0.0098034,-0.29293,-0.28011,-0.39651,-0.32889,-0.19514,0.56663,0.43222,-0.20663,0.17572,0.048416,0.19186,0.20643,0.29189,-0.24624,-0.26224,0.078323,0.025651,-0.21642,-0.32054,-0.38202,-0.063588,-0.17745,-0.080887,-0.27146,0.056184,0.10493,0.31743,-0.085043,0.43527,-0.37885,-0.63583,-0.55281,-0.50152,-0.42007,-0.25925
0.54053,0,-0.079328,0.14988,0.1604,0.97638,-0.25874,0.72922,-0.0091245,0.42139,-0.22669,0.12073,-0.558,-0.48161,-0.073767,-0.081797,0.1996,0.12997,0.43855,-0.1654,0.089833,0.17773,0.26221,0.41257,-0.20655,0.023307,0.335,0.68991,0.28211,0.051044,-0.1215,-0.22983,-0.56215,-0.66632,-0.56129,0.089523,-0.36455,-0.061257,-0.10083,0.31141,0.10014,0.55775,-0.53408,0.14958,-0.085902,-0.1438,-0.59892,-0.46503,-0.086167,0.031615,0.038155,-0.094742,0.1187,0.40105,-0.04152,0.159,-0.36483,-0.79594,-0.67724,0.028128,0.56699,-0.30886,-0.34751,-0.22399,-0.20566,-0.67242,-0.57656,-0.32489,-0.089187,0.38109,-0.56615,-0.39867,-0.3995,-0.50171,-0.52858,-0.00030275,0.50076,-0.518,-0.37433,-0.40344,-0.24229,0.26645,0.083379,0.013713,-0.20681,-0.19345,-0.059621,-0.7209,-0.71011,-0.55943,-0.398,-0.38414,0.26295,-0.038285,0.70101,0.34306,0.74239,-0.12567,0.98336,-0.40347,-0.13176,-0.45481,-0.34944,0.16706,0.2824
0.14903,-0.079328,0,1.4006,0.04673,-0.20871,-0.19284,-0.44535,0.20051,-0.27143,0.16477,-0.18561,0.25872,-0.19171,-0.045541,-0.032925,0.43718,0.67066,0.088742,0.1325,-0.55477,-0.1206,-0.80556,-0.37644,0.29043,0.29478,-0.32973,0.14064,-0.30263,-0.14109,-0.28838,-0.030412,-0.071613,-0.035474,0.13828,-0.31761,0.64953,0.33774,0.24325,-0.028083,-0.25335,-0.46343,-0.20717,-0.59113,0.023536,0.23149,0.56612,0.34588,-0.64336,0.26667,0.29814,-0.38548,0.038754,-0.10744,0.34721,-0.39318,-0.30049,0.28332,0.17606,0.10317,-0.0094616,-0.28951,-0.26469,-0.034332,-0.18392,0.33305,0.22191,-0.007672,0.024622,-0.28778,0.046783,0.12541,0.28853,0.25792,0.3175,0.78588,0.37863,0.84415,0.46876,0.52885,0.28472,0.83586,0.98043,0.65649,0.28233,0.71357,0.35587,0.37782,0.091282,0.21308,0.18811,0.16611,0.28025,-0.2039,-0.12159,0.38605,0.19949,0.34468,-0.23018,-0.21648,-0.17521,-0.0031702,0.34212,-0.15654,0.024718
0.22075,0.14988,1.4006,0,0.19988,0.089038,-0.22951,-0.069746,0.17706,-0.15709,0.10914,-0.00031628,0.15499,-0.25026,-0.081567,-0.071798,0.31124,0.54948,0.093173,0.071195,-0.4818,-0.2227,-0.65979,-0.23085,0.16981,0.24072,-0.29248,0.24971,-0.11778,-0.01918,-0.29248,-0.076167,-0.064804,-0.058557,0.070543,-0.11402,0.54884,0.4199,0.21865,0.13102,-0.18149,-0.22508,-0.29803,-0.44983,-0.071064,0.08601,0.40671,0.28592,-0.42898,0.21169,0.35903,-0.24634,0.1507,0.083965,0.3792,-0.22517,-0.386,0.21849,0.15944,0.24182,0.20796,-0.25603,-0.28191,0.0022329,-0.089861,0.29762,0.2365,-0.11914,-0.0038495,-0.17938,-0.07861,0.024935,0.18966,0.18726,0.13938,0.80951,0.60162,0.63577,0.47816,0.35344,0.28041,0.77096,1.0384,0.68156,0.25429,0.52957,0.35941,0.32295,0.075681,0.18622,0.23192,0.25469,0.38807,0.0091448,0.15282,0.40069,0.34078,0.24671,-0.032794,-0.15568,-0.10172,-0.018276,0.4384,-0.12266,0.32828
0.67333,0.1604,0.04673,0.19988,0,0.22011,0.61435,0.37451,0.58766,0.38675,0.45773,0.63511,-0.16349,-0.35633,0.21793,0.10113,-0.1869,0.19978,-0.25037,-0.0042538,-0.12328,-0.12657,0.11091,0.35659,0.36079,0.4386,0.031408,0.19128,0.47099,0.69161,-0.22571,-0.11281,-0.12242,-0.00751,0.082009,0.19616,0.36675,0.48506,0.86616,1.0762,0.99675,0.96517,-0.25367,-0.48503,-0.22163,0.015869,-0.19535,-0.1614,-0.16316,0.16556,0.17229,-0.53416,0.23677,0.064014,-0.4025,-0.23882,-0.18491,-0.079189,-0.0023013,0.57591,0.087257,0.076471,-0.20982,-0.03465,-0.42095,-0.1889,-0.11648,0.47588,0.37419,-0.12578,0.03023,-0.19009,-0.18015,-0.11807,-0.026769,0.61207,0.70228,0.0043619,0.33741,0.10563,0.38123,-0.2,0.10555,-0.35923,-0.30403,0.1988,-0.023768,-0.10255,-0.20653,-0.10186,0.17687,0.1445,-0.053921,0.18993,0.27427,0.19889,0.23238,0.032638,0.46696,-0.2649,-0.49291,-0.021306,-0.043219,-0.44966,0.052628
0.20255,0.97638,-0.20871,0.089038,0.22011,0,-0.37106,0.85432,-0.29239,0.44288,-0.27941,0.28116,-0.099782,-0.028521,0.14838,0.30536,0.038042,0.32683,0.22541,-0.15046,0.20189,0.29216,0.34433,0.50958,-0.50036,-0.2352,0.41965,0.67174,0.23757,-0.15947,0.018404,-0.11863,-0.00093865,-0.27398,-0.38659,0.056295,-0.32407,-0.15007,-0.29537,0.11115,-0.030337,0.53336,-0.60738,0.29065,-0.047918,-0.22389,-0.39965,-0.1797,0.40063,-0.062959,0.15093,0.17035,0.38782,0.96967,0.16276,0.34491,-0.49808,-0.60161,-0.51005,0.056034,0.85878,0.071888,-0.050087,0.15334,0.15176,-0.37537,-0.23035,-0.30282,-0.099955,0.36194,-0.55028,-0.35117,-0.26483,-0.31601,-0.40735,-0.12004,0.46183,-0.32466,-0.12711,-0.34579,-0.20379,0.019945,0.029482,0.078278,-0.076661,-0.15897,0.021728,-0.57681,-0.4022,-0.27823,-0.08732,-0.058044,0.64695,0.39364,1.2269,0.088323,0.41265,-0.30993,0.61276,-0.014827,0.21207,-0.2381,-0.051018,0.31655,0.50812
0.29854,-0.25874,-0.19284,-0.22951,0.61435,-0.37106,0,0.18248,0.7168,-0.012387,0.48414,0.39324,-0.16876,-0.13199,-0.056582,0.018984,-0.46795,-0.1977,-0.34969,0.066264,-0.024669,-0.16717,0.029805,0.17179,0.65825,0.54401,-0.3825,-0.36774,0.47756,0.78988,0.22312,0.18937,-0.11614,0.16463,0.4741,0.32838,0.25605,0.18971,0.85815,0.50406,0.76133,0.51912,0.58744,-0.084027,0.07782,0.26752,0.063568,-0.050838,-0.21078,-0.049445,-0.27459,-0.24693,-0.16614,-0.43978,-0.7421,-0.29582,0.15148,0.1404,0.29547,0.32035,-0.2878,0.29003,0.18981,0.020209,-0.24538,-0.024343,0.029003,0.64395,0.44881,0.15698,0.59325,0.30984,0.12999,0.27771,0.39014,0.22504,-0.059103,-0.22281,-0.10388,-0.10309,0.17948,-0.40334,-0.34129,-0.62639,-0.49129,-0.12914,-0.4873,0.1401,0.025363,0.18186,0.28227,0.0054948,-0.69034,0.094119,-0.22965,-0.0035407,-0.24743,0.045101,0.1989,0.020932,-0.34172,0.32746,-0.15199,-0.48475,-0.18947
0.060932,0.72922,-0.44535,-0.069746,0.37451,0.85432,0.18248,0,0.19289,0.58499,0.069349,0.53856,-0.32693,-0.15072,0.18618,0.22227,-0.28287,-0.075027,0.2097,-0.05119,0.29797,-0.02754,0.43123,0.80927,-0.058503,0.19066,0.088554,0.15306,0.4374,0.44252,0.29141,0.12654,-0.18267,-0.21715,-0.12086,0.70314,-0.18889,-0.0051345,0.057458,0.45391,0.20155,0.86842,-0.069071,0.45145,0.0058571,-0.025553,-0.48965,-0.24104,0.38161,-0.15855,-0.21059,0.26836,0.082496,0.51714,-0.21884,0.18143,-0.21788,-0.35277,-0.25279,0.47442,0.79276,0.29754,0.18456,-0.0061586,0.16298,-0.3945,-0.17604,-0.043555,0.13608,0.47318,-0.11759,-0.14025,-0.12081,-0.13431,-0.24149,-0.15665,0.36149,-0.59042,-0.47493,-0.65895,-0.25032,-0.25057,-0.33084,-0.17656,-0.35202,-0.39332,-0.34926,-0.41877,-0.35297,-0.11844,-0.018462,-0.08261,0.084104,0.53663,0.85262,0.22357,0.35793,-0.14986,1.0019,-0.010513,0.15095,0.132,-0.0043652,0.18576,0.61537
0.22301,-0.0091245,0.20051,0.17706,0.58766,-0.29239,0.7168,0.19289,0,0.39705,1.2746,0.67511,-0.1013,-0.34018,0.084824,-0.084666,-0.12472,0.057079,-0.074626,0.05239,-0.34337,-0.48028,-0.16468,0.16835,1.3977,1.3075,-0.47233,-0.41979,0.096643,0.85307,0.074569,0.20478,-0.21371,0.036974,0.45378,0.61425,0.67948,0.6173,1.3712,0.8473,0.38856,0.31151,0.25995,-0.43125,0.23009,0.64191,-0.13563,-0.32004,-0.52943,0.24582,-0.10839,-0.45704,-0.46818,-0.49285,-0.72685,-0.87492,-0.18739,0.050405,0.11951,0.78473,0.0055911,-0.07442,-0.030243,-0.45262,-0.54863,-0.29404,-0.15727,0.50231,0.41825,-0.039718,0.5483,0.25981,0.20332,0.16905,0.26185,0.5724,0.44391,0.0961,-0.039976,0.2046,0.33671,-0.078892,-0.020951,-0.31905,-0.29671,0.2309,-0.24982,-0.079318,-0.25306,0.058823,0.059339,-0.067245,-0.45634,-0.13257,0.038841,0.4709,0.073617,0.33194,0.36,-0.35189,-0.6414,0.37173,0.047493,-0.42275,-0.04169
0.05886,0.42139,-0.27143,-0.15709,0.38675,0.44288,-0.012387,0.58499,0.39705,0,0.42908,0.68913,-0.28099,-0.1639,0.51674,0.40081,0.0088805,0.22965,0.2842,0.033429,0.21026,0.12497,0.59131,0.81613,0.096964,0.33435,0.2953,0.020292,-0.092935,0.29374,0.16974,0.12613,-0.23811,-0.2665,-0.13421,0.46407,-0.020267,0.11661,0.18902,0.54806,0.2559,0.60359,-0.17842,0.07933,0.16256,0.28818,-0.55424,-0.33241,0.18655,-0.1303,-0.24108,-0.12009,-0.068135,0.286,-0.40985,-0.22263,-0.18035,-0.21538,-0.18096,0.61621,0.59294,0.06292,-0.033582,-0.26932,-0.11598,-0.51718,-0.19149,0.123,0.1463,-0.012941,-0.043667,-0.043888,0.091746,-0.11519,-0.044939,0.020053,0.62758,-0.23989,-0.22432,-0.20638,-0.11959,-0.28782,-0.23546,-0.11069,-0.13143,0.09134,-0.099478,-0.50366,-0.39589,-0.10223,-0.082238,-0.2518,-0.050457,0.035406,0.58046,0.32493,0.3682,0.027635,0.71798,-0.24517,-0.16837,0.11836,0.057203,0.0045578,0.097679
